payment_key,coustomer_key,time_key,item_key,store_key,quantity,unit,unit_price,total_price
P019,C000897,T039350,I00059,S00431,3,bottles,22,66
P028,C001001,T020419,I00128,S0038,1,pk,16,16
P007,C001324,T037862,I00099,S0023,5,oz,6,30
P039,C000636,T082281,I00056,S0027,9,bottles,24,216
P006,C003305,T09542,I00239,S00576,5,pk,14,70
P013,C001750,T010731,I00010,S00168,3,cans,6.75,20.25
P027,C004421,T065510,I00105,S00466,3,ct,16.5,49.5
P025,C002868,T078062,I00210,S00380,7,ct,15,105
P035,C001690,T030941,I00102,S00379,4,tubs,16,64
P014,C006809,T034086,I00050,S0032,6,cans,8,48
P003,C008446,T082332,I00051,S00644,4,cans,23,92
P032,C000032,T063929,I00261,S00179,9,ct,33,297
P019,C002368,T058265,I00102,S00522,1,tubs,16,16
P029,C002214,T086354,I00026,S00195,9,cans,6.75,60.75
P034,C004562,T097655,I00241,S0011,1,ct,12,12
P034,C000725,T057550,I00244,S00101,6,oz,18,108
P036,C005672,T02264,I00155,S00246,1,bags,17,17
P005,C003810,T019283,I00049,S00469,7,cans,8,56
P028,C003591,T046209,I00263,S00268,10,Ct,14,140
P037,C000496,T079266,I00001,S00448,5,cans,11.5,57.5
P013,C005837,T079333,I00245,S00471,1,rolls,26,26
P006,C000140,T010186,I00228,S0055,4,pk,14,56
P025,C004924,T030635,I00010,S00270,8,cans,6.75,54
P038,C000623,T017623,I00169,S00185,3,ct,17,51
P037,C006721,T044187,I00232,S00185,10,ct,12,120
P023,C000497,T017365,I00108,S00250,4,oz,15,60
P024,C006245,T017233,I00120,S00235,3,ct,9,27
P036,C002668,T025852,I00004,S00322,11,cans,6.75,74.25
P019,C005662,T093393,I00118,S00460,5,ct,42,210
P008,C001025,T057228,I00092,S00645,7,bottles,10,70
P030,C008756,T088949,I00184,S00139,4,ct,12,48
P008,C000837,T086697,I00019,S00255,11,cans,6.75,74.25
P012,C000994,T046162,I00023,S00398,3,cans,6.75,20.25
P012,C007195,T02756,I00091,S00142,9,bottles,7.5,67.5
P034,C004916,T095912,I00112,S00586,4,ct.,14,56
P019,C005841,T06794,I00184,S00184,6,ct,12,72
P008,C000144,T038072,I00216,S0082,1,ct,16.5,16.5
P009,C002052,T063583,I00035,S00617,5,cans,16,80
P006,C007726,T065091,I00242,S00686,9,pk,12,108
P027,C007598,T040083,I00187,S00445,1,ct.,13,13
P033,C002025,T061680,I00067,S00628,2,bottles,8,16
P027,C001254,T011984,I00262,S00388,9,ct,14,126
P039,C001696,T062557,I00235,S00394,8,ct,14,112
P023,C004544,T062301,I00162,S00169,8,Bags,16,128
P039,C006587,T014760,I00253,S00181,6,bags,21,126
P006,C002194,T089914,I00140,S00318,8,ct,29,232
P006,C001360,T014254,I00170,S00460,9,ct.,15,135
P036,C009015,T039317,I00042,S0061,9,bottles,28,252
P005,C000729,T056723,I00236,S00286,1,tins,12,12
P017,C007624,T027962,I00231,S00216,4,pk,16,64
P002,C004378,T038656,I00023,S00473,10,cans,6.75,67.5
P004,C005226,T062990,I00263,S0054,1,Ct,14,14
P030,C002550,T078739,I00237,S00244,2,ct,16,32
P024,C000030,T069173,I00182,S0078,3,oz,15,45
P009,C004675,T084002,I00202,S00267,8,ct.,12,96
P017,C001233,T040394,I00153,S00555,3,bags,15,45
P021,C001419,T074501,I00103,S00594,11,tubs,15,165
P034,C004887,T027322,I00049,S00466,10,cans,8,80
P021,C006356,T093441,I00095,S00185,3,botlltes,16,48
P030,C004358,T011925,I00208,S00324,9,ct,14,126
P022,C001602,T047830,I00221,S00201,10,ct,14,140
P012,C008416,T032890,I00121,S00312,3,ct,17,51
P018,C000207,T075496,I00233,S00423,10,ct,12,120
P028,C005066,T012791,I00142,S00238,5,ct,12.5,62.5
P028,C004635,T07254,I00200,S00488,9,bars,20,180
P013,C007085,T038053,I00018,S00212,9,cans,6.75,60.75
P021,C000047,T025327,I00250,S00253,7,pack,19.5,136.5
P002,C008537,T04063,I00129,S0018,3,pk,18,54
P008,C004970,T099873,I00055,S00396,10,cans,40,400
P019,C005494,T044252,I00066,S00319,7,bottles,20,140
P024,C006806,T020347,I00004,S00648,2,cans,6.75,13.5
P016,C008385,T099186,I00106,S00374,3,oz,17,51
P022,C001562,T09343,I00125,S00241,10,ct,15,150
P001,C007055,T093100,I00123,S00499,4,ct,45,180
P015,C006708,T034766,I00181,S00647,6,ct,26,156
P013,C003850,T068273,I00250,S00177,8,pack,19.5,156
P009,C002192,T078736,I00141,S00255,5,ct,18,90
P017,C003439,T042702,I00214,S00117,8,oz,19.5,156
P021,C005425,T058534,I00086,S00141,6,cans,18,108
P017,C003335,T059669,I00255,S00154,4,pack,20,80
P023,C008728,T061626,I00213,S00725,5,ct,12,60
P020,C001269,T016126,I00160,S00408,3,bags,17,51
P028,C000599,T044672,I00261,S00144,11,ct,33,363
P005,C000853,T03303,I00128,S00623,9,pk,16,144
P031,C004432,T099277,I00081,S00691,5,bottles,29,145
P007,C007610,T027198,I00196,S00522,10,ct,16,160
P008,C003447,T028116,I00144,S00241,5,ct,20,100
P029,C000029,T01913,I00252,S00367,6,ct,11,66
P018,C004408,T078910,I00060,S00184,10,bottles,22,220
P015,C002010,T054615,I00214,S00649,8,oz,19.5,156
P007,C002798,T096440,I00007,S00684,7,cans,6.75,47.25
P036,C002953,T050327,I00113,S00174,9,ct,42,378
P018,C003417,T065738,I00076,S00434,8,cans,6.75,54
P023,C005488,T051480,I00206,S00516,1,ct,15,15
P035,C001159,T041499,I00176,S00424,2,ct,19,38
P021,C000025,T08787,I00071,S00718,5,bottles,17.5,87.5
P029,C008964,T028995,I00043,S00403,6,bottles,24,144
P016,C007921,T017029,I00127,S00478,6,pk,12.5,75
P008,C003419,T060932,I00222,S00408,1,ct,12,12
P003,C007204,T092244,I00007,S00506,1,cans,6.75,6.75
P018,C004473,T075006,I00216,S00601,2,ct,16.5,33
P004,C006739,T016501,I00111,S00659,2,ct,16,32
P026,C001353,T052682,I00164,S00243,10,ct,16,160
P011,C000775,T08834,I00103,S0042,6,tubs,15,90
P004,C004088,T049048,I00118,S00689,11,ct,42,462
P006,C005165,T040577,I00106,S00426,5,oz,17,85
P006,C008897,T094760,I00173,S0041,1,ct,19,19
P012,C005819,T046089,I00050,S00195,7,cans,8,56
P013,C004278,T048506,I00097,S00332,10,cartons,19,190
P032,C003963,T076758,I00190,S00525,10,ct,16,160
P035,C005046,T011723,I00039,S00162,10,bottles,26,260
P033,C000740,T088516,I00138,S00140,7,ct,32,224
P003,C000404,T09810,I00129,S00227,7,pk,18,126
P036,C007080,T082645,I00094,S00678,8,bottles,11,88
P002,C003551,T020589,I00103,S0027,8,tubs,15,120
P022,C009113,T024230,I00022,S00124,8,cans,16.25,130
P028,C006189,T034896,I00136,S00647,7,ct,19.5,136.5
P024,C002176,T058803,I00264,S0001,11,Ct,15,165
P018,C006332,T032999,I00076,S0096,5,cans,6.75,33.75
P018,C004226,T069444,I00015,S00674,2,cans,6.75,13.5
P029,C008092,T056138,I00176,S00483,6,ct,19,114
P002,C005230,T098665,I00196,S00323,10,ct,16,160
P030,C006150,T070380,I00229,S00215,5,ct,13,65
P012,C001349,T020346,I00013,S00488,6,cans,6.75,40.5
P012,C005916,T020355,I00168,S0055,7,ct,18,126
P030,C001771,T081049,I00136,S00113,6,ct,19.5,117
P002,C008969,T075376,I00184,S00693,5,ct,12,60
P003,C003501,T036952,I00091,S00259,5,bottles,7.5,37.5
P018,C006713,T065165,I00014,S00571,11,cans,6.75,74.25
P003,C001323,T038258,I00101,S00534,3,tubs,15,45
P019,C000109,T086654,I00129,S00338,3,pk,18,54
P025,C004680,T042824,I00177,S00413,3,ct,35,105
P003,C009050,T03690,I00072,S00618,11,bottles,20,220
P026,C006246,T099861,I00251,S0031,3,oz,13,39
P014,C005087,T014343,I00064,S00415,3,cans,40,120
P034,C007328,T059661,I00058,S00396,4,bottles,22,88
P036,C007484,T088563,I00128,S00507,11,pk,16,176
P037,C001200,T049170,I00072,S00688,10,bottles,20,200
P027,C003145,T076786,I00259,S00259,2,pack,26,52
P034,C004375,T062827,I00220,S00282,2,ct,14,28
P037,C004205,T01885,I00184,S00251,9,ct,12,108
P024,C004522,T031991,I00130,S0064,8,ct,14,112
P004,C005714,T053409,I00023,S00413,5,cans,6.75,33.75
P014,C006733,T086413,I00142,S00489,5,ct,12.5,62.5
P003,C001366,T065743,I00053,S00568,3,cans,40,120
P036,C007116,T025848,I00221,S00492,2,ct,14,28
P001,C001029,T09050,I00132,S0077,3,ct,14,42
P030,C003675,T073463,I00156,S00465,6,bags,17,102
P015,C003991,T040503,I00011,S00257,7,cans,6.75,47.25
P001,C001522,T082152,I00234,S00378,5,ct,13,65
P007,C002417,T099328,I00170,S00569,11,ct.,15,165
P008,C001588,T094638,I00252,S00136,9,ct,11,99
P007,C001727,T092288,I00251,S00508,6,oz,13,78
P013,C005700,T095204,I00020,S00356,6,cans,6.75,40.5
P017,C007038,T065116,I00012,S0009,2,cans,16.25,32.5
P023,C006466,T075205,I00237,S00190,10,ct,16,160
P006,C006697,T067536,I00246,S0060,4,ct,20,80
P001,C007702,T026893,I00006,S00714,7,cans,16.25,113.75
P012,C002316,T086512,I00168,S00367,4,ct,18,72
P009,C003981,T074426,I00011,S00316,1,cans,6.75,6.75
P025,C006062,T060090,I00188,S00200,1,ct,14,14
P037,C003219,T033482,I00009,S00683,10,cans,16.25,162.5
P007,C003741,T041686,I00053,S00135,8,cans,40,320
P035,C005073,T099997,I00123,S00719,1,ct,45,45
P029,C003244,T094366,I00162,S00638,8,Bags,16,128
P003,C004520,T082161,I00239,S00653,2,pk,14,28
P021,C006254,T076792,I00223,S00536,5,ct,13.5,67.5
P022,C004878,T029317,I00189,S0010,9,ct.,13,117
P026,C007751,T028485,I00207,S00161,2,ct,14,28
P037,C001601,T097686,I00134,S00710,11,ct,16,176
P018,C007854,T087126,I00186,S00205,6,ct,13,78
P017,C000243,T031613,I00083,S00626,3,bottles,14,42
P039,C008877,T069288,I00041,S00659,7,bottles,23,161
P008,C002937,T073362,I00108,S0029,6,oz,15,90
P038,C003190,T016666,I00115,S00403,11,ct,53,583
P023,C006692,T075731,I00133,S0001,7,ct,15,105
P033,C007149,T070376,I00111,S00554,7,ct,16,112
P034,C003269,T071518,I00210,S00136,11,ct,15,165
P016,C007770,T083674,I00227,S00521,4,pk,15,60
P022,C006465,T027962,I00084,S00696,11,bottles,18,198
P019,C002777,T014800,I00128,S00144,10,pk,16,160
P011,C001190,T083399,I00109,S00537,7,oz,17,119
P035,C000319,T06559,I00131,S00551,11,ct,14,154
P027,C001498,T02429,I00157,S00115,10,bags,17,170
P011,C001591,T024447,I00161,S00219,3,Bags,17,51
P004,C004413,T072597,I00067,S00497,5,bottles,8,40
P017,C002219,T081086,I00211,S00198,2,ct.,15,30
P002,C000183,T058088,I00041,S00329,7,bottles,23,161
P022,C005209,T087204,I00057,S0078,7,bottles,24,168
P018,C001417,T027928,I00156,S00271,10,bags,17,170
P039,C007304,T043403,I00189,S00493,4,ct.,13,52
P025,C007431,T074002,I00183,S00543,9,ct,35,315
P038,C005583,T097814,I00096,S00430,2,bottles,20,40
P014,C006334,T035727,I00107,S00645,3,oz,20,60
P005,C008648,T085973,I00039,S0047,6,bottles,26,156
P003,C004693,T065544,I00154,S00396,4,Bags,15,60
P033,C008307,T045503,I00240,S00650,6,ct,14,84
P011,C006138,T058220,I00086,S00681,2,cans,18,36
P035,C001060,T029996,I00098,S00417,8,oz,10,80
P019,C008562,T024730,I00056,S00339,10,bottles,24,240
P038,C002950,T057210,I00070,S00668,2,bottles,17.5,35
P009,C003066,T092787,I00020,S00363,6,cans,6.75,40.5
P027,C003285,T035614,I00100,S00481,1,oz.,10,10
P025,C000688,T066360,I00218,S00541,3,ct,6,18
P008,C008353,T062196,I00073,S0075,1,bottles,20,20
P032,C005811,T094767,I00112,S00128,2,ct.,14,28
P029,C008200,T074671,I00053,S0094,9,cans,40,360
P037,C004081,T088407,I00034,S00527,2,cans,16,32
P015,C002591,T094681,I00028,S00488,10,cans,6.75,67.5
P030,C005370,T078566,I00065,S00222,6,bottles,20,120
P024,C008456,T068555,I00037,S00611,9,cans,16,144
P037,C008096,T020772,I00224,S00393,11,oz,11,121
P006,C003878,T089019,I00133,S00360,8,ct,15,120
P011,C006161,T026191,I00066,S00482,7,bottles,20,140
P038,C004382,T042501,I00026,S00532,7,cans,6.75,47.25
P002,C003944,T050940,I00107,S00532,11,oz,20,220
P006,C000930,T073686,I00201,S0062,1,bars,23,23
P038,C007628,T017896,I00051,S00500,8,cans,23,184
P002,C001153,T092582,I00138,S00706,11,ct,32,352
P005,C002752,T048474,I00147,S00351,5,ct,15,75
P025,C008829,T041593,I00086,S00678,5,cans,18,90
P012,C002009,T046225,I00039,S00155,2,bottles,26,52
P016,C008420,T068764,I00077,S00390,6,cans,6.75,40.5
P017,C006516,T039536,I00027,S00597,9,cans,16.25,146.25
P014,C004387,T04580,I00174,S00370,11,oz,18,198
P022,C001821,T082485,I00125,S0023,5,ct,15,75
P017,C000823,T065043,I00163,S00458,6,bags,15,90
P031,C004112,T053224,I00057,S00105,3,bottles,24,72
P008,C000120,T034079,I00241,S00426,7,ct,12,84
P022,C006092,T064162,I00185,S00468,10,ct,14,140
P015,C000691,T091004,I00263,S00139,9,Ct,14,126
P023,C006445,T023356,I00071,S00668,6,bottles,17.5,105
P016,C006898,T050527,I00038,S00154,7,bottles,23,161
P010,C001682,T034880,I00126,S00547,2,ct,25,50
P021,C005378,T011689,I00091,S00508,7,bottles,7.5,52.5
P039,C003934,T074945,I00254,S00587,3,oz,13,39
P017,C002696,T064855,I00011,S00220,10,cans,6.75,67.5
P022,C003462,T062187,I00124,S00477,7,ct,15,105
P011,C001385,T028020,I00245,S00709,8,rolls,26,208
P014,C000460,T016894,I00031,S00374,6,cans,16,96
P023,C002927,T086974,I00177,S00538,6,ct,35,210
P004,C002655,T086002,I00261,S0013,11,ct,33,363
P008,C009187,T057235,I00026,S0046,10,cans,6.75,67.5
P026,C004649,T01918,I00076,S0078,5,cans,6.75,33.75
P030,C002987,T083296,I00020,S00127,6,cans,6.75,40.5
P025,C001551,T058841,I00140,S00184,8,ct,29,232
P006,C006784,T056609,I00110,S00269,8,oz,22.5,180
P022,C003037,T015805,I00019,S00100,10,cans,6.75,67.5
P023,C002804,T034131,I00110,S0010,3,oz,22.5,67.5
P036,C009059,T039963,I00074,S00531,9,bottles,20,180
P003,C007110,T093478,I00195,S00560,2,ct,12.5,25
P034,C004541,T097634,I00134,S0013,11,ct,16,176
P003,C000103,T05544,I00134,S00162,3,ct,16,48
P015,C000481,T067236,I00257,S00200,5,ct,21,105
P024,C004164,T08026,I00174,S00573,1,oz,18,18
P028,C007915,T02338,I00252,S00694,4,ct,11,44
P019,C000547,T044600,I00239,S00586,6,pk,14,84
P032,C006113,T057953,I00001,S0078,6,cans,11.5,69
P001,C007374,T031584,I00104,S00525,5,ct,14,70
P011,C004071,T064576,I00182,S00657,2,oz,15,30
P012,C002518,T035307,I00039,S00117,4,bottles,26,104
P007,C008626,T020373,I00192,S00636,4,ct,24,96
P015,C001674,T091209,I00208,S00246,11,ct,14,154
P020,C005771,T080036,I00206,S00159,8,ct,15,120
P010,C001316,T026989,I00160,S00509,10,bags,17,170
P012,C002978,T051652,I00051,S00290,2,cans,23,46
P011,C004355,T036390,I00188,S00334,7,ct,14,98
P031,C000777,T086987,I00156,S00521,5,bags,17,85
P028,C004228,T024578,I00239,S00655,3,pk,14,42
P002,C006077,T042064,I00120,S00559,7,ct,9,63
P014,C004389,T07330,I00208,S00329,10,ct,14,140
P022,C004977,T024217,I00154,S0088,11,Bags,15,165
P013,C007426,T066397,I00210,S0002,5,ct,15,75
P035,C006472,T027609,I00098,S00422,4,oz,10,40
P004,C000452,T096522,I00035,S00697,10,cans,16,160
P009,C008587,T072192,I00161,S00664,3,Bags,17,51
P003,C008780,T090165,I00198,S00377,9,ct,12,108
P017,C001926,T059426,I00112,S00239,8,ct.,14,112
P009,C007169,T084709,I00250,S00188,7,pack,19.5,136.5
P032,C006332,T036882,I00129,S0072,5,pk,18,90
P006,C000717,T027601,I00088,S00618,7,bottles,17,119
P006,C001492,T076371,I00209,S00721,3,ct,13,39
P005,C007866,T089452,I00150,S00634,4,bags,16,64
P032,C002282,T035330,I00108,S00360,9,oz,15,135
P028,C003450,T065603,I00114,S00408,6,ct,44,264
P014,C007299,T044984,I00193,S0057,4,ct,18,72
P011,C006728,T065463,I00250,S00274,2,pack,19.5,39
P022,C000167,T075848,I00095,S00214,10,botlltes,16,160
P002,C006868,T031056,I00011,S00100,8,cans,6.75,54
P016,C005024,T083457,I00079,S00565,3,bottles,17,51
P027,C001685,T095288,I00057,S00375,11,bottles,24,264
P036,C004817,T062807,I00222,S00622,6,ct,12,72
P017,C003739,T096655,I00024,S00411,6,cans,16.25,97.5
P001,C006246,T060057,I00168,S00396,2,ct,18,36
P001,C006998,T039238,I00219,S00659,4,ct,22,88
P033,C007175,T073724,I00120,S00212,6,ct,9,54
P034,C007136,T060884,I00027,S00135,7,cans,16.25,113.75
P017,C000043,T086908,I00168,S00560,5,ct,18,90
P021,C005440,T047026,I00156,S00403,4,bags,17,68
P015,C002311,T034977,I00176,S00633,6,ct,19,114
P003,C002305,T071094,I00182,S00187,5,oz,15,75
P013,C000164,T081958,I00260,S00432,2,ct,15,30
P020,C007117,T058325,I00043,S00711,6,bottles,24,144
P021,C007849,T020290,I00018,S00592,2,cans,6.75,13.5
P026,C006807,T00736,I00174,S00682,4,oz,18,72
P004,C006208,T075431,I00008,S00421,7,cans,16.25,113.75
P015,C007418,T027629,I00187,S00632,1,ct.,13,13
P026,C008317,T011322,I00153,S00483,7,bags,15,105
P038,C000466,T040708,I00159,S00185,2,bags,17,34
P021,C001534,T074761,I00162,S00711,2,Bags,16,32
P024,C003269,T014529,I00074,S00559,8,bottles,20,160
P038,C007858,T012394,I00183,S00661,7,ct,35,245
P026,C002551,T073776,I00031,S00215,6,cans,16,96
P016,C009099,T078056,I00040,S0035,3,bottles,22,66
P027,C002481,T013605,I00123,S00721,6,ct,45,270
P001,C000823,T080184,I00204,S00693,9,ct,17,153
P023,C003664,T084760,I00056,S00311,3,bottles,24,72
P039,C003303,T08768,I00183,S00610,5,ct,35,175
P030,C006353,T033622,I00022,S00267,9,cans,16.25,146.25
P005,C005732,T050335,I00017,S00213,10,cans,6.75,67.5
P005,C008890,T033235,I00250,S00541,11,pack,19.5,214.5
P020,C003205,T077529,I00172,S00541,9,oz,19,171
P033,C000191,T051646,I00117,S00532,6,ct,46,276
P002,C002312,T046792,I00148,S00623,1,ct,15,15
P012,C008167,T022174,I00200,S00405,4,bars,20,80
P028,C002452,T077508,I00193,S00514,10,ct,18,180
P006,C003918,T041499,I00176,S00147,10,ct,19,190
P020,C003271,T021331,I00256,S00702,4,pack,20,80
P033,C004498,T084564,I00097,S00182,9,cartons,19,171
P031,C005451,T073874,I00252,S00706,6,ct,11,66
P036,C001927,T076993,I00014,S00518,8,cans,6.75,54
P002,C006688,T064092,I00257,S00503,2,ct,21,42
P037,C002994,T084138,I00087,S00221,2,bottles,15,30
P039,C001271,T010657,I00235,S00190,5,ct,14,70
P037,C001026,T090875,I00027,S00559,11,cans,16.25,178.75
P038,C003571,T095275,I00108,S00174,11,oz,15,165
P025,C002317,T079246,I00263,S00295,3,Ct,14,42
P034,C001571,T02363,I00202,S00559,2,ct.,12,24
P018,C008798,T050348,I00245,S00614,6,rolls,26,156
P037,C007319,T017904,I00020,S0001,1,cans,6.75,6.75
P006,C003326,T024558,I00227,S00195,10,pk,15,150
P016,C003080,T067992,I00116,S00246,10,ct,48,480
P023,C002765,T031828,I00022,S00653,3,cans,16.25,48.75
P001,C006528,T011267,I00116,S00410,4,ct,48,192
P019,C008827,T06590,I00072,S00637,3,bottles,20,60
P023,C001764,T099123,I00113,S00469,3,ct,42,126
P018,C006451,T087154,I00233,S0074,1,ct,12,12
P003,C007042,T035428,I00069,S0044,2,bottles,17.5,35
P038,C002987,T070561,I00028,S00651,6,cans,6.75,40.5
P005,C004567,T086339,I00049,S00321,2,cans,8,16
P028,C002006,T019898,I00003,S00656,11,cans,6.75,74.25
P016,C001799,T016951,I00049,S00346,9,cans,8,72
P033,C007086,T01294,I00168,S00245,11,ct,18,198
P028,C003691,T033691,I00205,S00631,5,ct,16,80
P016,C002659,T070311,I00200,S00649,2,bars,20,40
P017,C007675,T092869,I00040,S00129,9,bottles,22,198
P024,C006955,T022174,I00027,S00154,3,cans,16.25,48.75
P031,C006957,T013226,I00100,S00297,11,oz.,10,110
P018,C001078,T05649,I00109,S00316,2,oz,17,34
P016,C001276,T081180,I00229,S00499,1,ct,13,13
P001,C008413,T062777,I00231,S0001,8,pk,16,128
P021,C001925,T012813,I00219,S00272,8,ct,22,176
P012,C005871,T012272,I00088,S00154,2,bottles,17,34
P006,C007136,T00749,I00124,S00195,9,ct,15,135
P028,C001212,T088426,I00145,S00697,11,ct,17,187
P029,C000671,T094981,I00020,S00388,3,cans,6.75,20.25
P014,C003772,T089331,I00232,S0048,7,ct,12,84
P015,C000139,T095494,I00215,S00318,11,ct.,14,154
P037,C002732,T070170,I00150,S00486,6,bags,16,96
P008,C004378,T018591,I00061,S00104,9,cans,55,495
P008,C000954,T067705,I00098,S00494,10,oz,10,100
P005,C007889,T027020,I00042,S00229,1,bottles,28,28
P020,C001437,T085228,I00241,S00500,2,ct,12,24
P011,C001269,T094183,I00130,S00608,1,ct,14,14
P036,C008183,T051896,I00217,S00583,1,oz,20.5,20.5
P021,C002581,T083268,I00154,S0042,11,Bags,15,165
P018,C004200,T07264,I00081,S00173,8,bottles,29,232
P004,C006619,T08100,I00121,S00321,5,ct,17,85
P030,C007909,T069134,I00001,S00592,10,cans,11.5,115
P010,C007343,T045924,I00035,S00196,6,cans,16,96
P011,C003472,T083569,I00169,S00461,3,ct,17,51
P024,C007231,T069622,I00109,S00101,8,oz,17,136
P034,C002982,T016651,I00052,S00633,1,cans,40,40
P012,C001238,T095394,I00243,S00684,8,oz,16,128
P027,C004326,T056714,I00214,S00248,9,oz,19.5,175.5
P032,C006099,T013107,I00106,S00622,10,oz,17,170
P027,C008791,T071650,I00072,S00344,10,bottles,20,200
P029,C004294,T056143,I00198,S00583,11,ct,12,132
P039,C003261,T044613,I00063,S00489,1,cans,40,40
P003,C007118,T084506,I00190,S00653,8,ct,16,128
P028,C002041,T098954,I00139,S00702,2,ct,24,48
P024,C007463,T050266,I00129,S0068,11,pk,18,198
P035,C001559,T033803,I00241,S00578,1,ct,12,12
P029,C002226,T040122,I00102,S00394,1,tubs,16,16
P007,C005260,T093950,I00115,S00284,10,ct,53,530
P006,C005331,T037686,I00214,S00303,7,oz,19.5,136.5
P011,C008384,T096109,I00229,S00454,5,ct,13,65
P028,C005787,T062785,I00027,S00140,1,cans,16.25,16.25
P013,C006377,T026565,I00117,S00107,11,ct,46,506
P003,C001019,T011346,I00192,S00567,10,ct,24,240
P016,C004887,T044594,I00005,S00504,11,cans,6.75,74.25
P003,C006414,T093164,I00172,S0084,6,oz,19,114
P009,C004537,T029880,I00169,S00156,9,ct,17,153
P010,C004785,T027859,I00240,S00224,3,ct,14,42
P026,C007337,T082558,I00232,S00361,11,ct,12,132
P012,C006413,T089971,I00083,S0084,11,bottles,14,154
P003,C003220,T090473,I00135,S0032,2,ct.,14,28
P036,C006240,T052899,I00056,S0004,7,bottles,24,168
P026,C006013,T076304,I00241,S0067,7,ct,12,84
P004,C008165,T018003,I00018,S00522,2,cans,6.75,13.5
P022,C002618,T076421,I00219,S00332,7,ct,22,154
P015,C001885,T056538,I00047,S00156,11,cans,8,88
P016,C006506,T036778,I00230,S00466,6,pk,15,90
P030,C006984,T02374,I00231,S0034,1,pk,16,16
P022,C004982,T037135,I00025,S00367,1,cans,11.5,11.5
P029,C009183,T031997,I00045,S00357,6,cans,8,48
P025,C004239,T056329,I00173,S00152,2,ct,19,38
P002,C006677,T024270,I00195,S00698,5,ct,12.5,62.5
P012,C003671,T026873,I00063,S00395,5,cans,40,200
P022,C008695,T040722,I00202,S00605,8,ct.,12,96
P015,C001231,T020501,I00168,S00542,4,ct,18,72
P007,C008858,T052053,I00072,S00437,7,bottles,20,140
P015,C008899,T058540,I00244,S00212,10,oz,18,180
P024,C004593,T025141,I00147,S00265,8,ct,15,120
P017,C007880,T049093,I00077,S00146,5,cans,6.75,33.75
P021,C004991,T086597,I00160,S00514,2,bags,17,34
P006,C008643,T077396,I00132,S00472,2,ct,14,28
P037,C009066,T056235,I00153,S00474,1,bags,15,15
P024,C009168,T080615,I00158,S00392,8,,17,136
P027,C008933,T044802,I00081,S00226,1,bottles,29,29
P002,C003802,T06621,I00205,S00132,11,ct,16,176
P022,C000141,T040867,I00242,S00515,9,pk,12,108
P009,C004818,T080857,I00183,S00103,5,ct,35,175
P030,C008385,T096285,I00089,S00664,3,bottles,9,27
P014,C000012,T027589,I00024,S00579,7,cans,16.25,113.75
P007,C000573,T059206,I00186,S00196,7,ct,13,91
P034,C004479,T074167,I00213,S00306,10,ct,12,120
P016,C005903,T076663,I00046,S00523,4,cans,8,32
P024,C001701,T061471,I00201,S00102,5,bars,23,115
P039,C003929,T08960,I00177,S00581,11,ct,35,385
P005,C002615,T059340,I00174,S00490,7,oz,18,126
P014,C004459,T094113,I00037,S0044,11,cans,16,176
P033,C001843,T068159,I00076,S00471,3,cans,6.75,20.25
P027,C009156,T022970,I00147,S00495,8,ct,15,120
P026,C008380,T02684,I00156,S00144,1,bags,17,17
P003,C008180,T034905,I00143,S00309,3,ct,16,48
P038,C008219,T068994,I00056,S00700,11,bottles,24,264
P003,C008623,T053945,I00006,S00449,3,cans,16.25,48.75
P002,C001248,T079185,I00010,S00106,5,cans,6.75,33.75
P037,C006644,T00855,I00124,S00340,11,ct,15,165
P036,C000728,T026970,I00159,S00377,5,bags,17,85
P035,C004704,T017638,I00099,S00240,10,oz,6,60
P015,C001036,T026712,I00231,S00696,5,pk,16,80
P009,C008390,T024650,I00015,S00420,4,cans,6.75,27
P038,C003683,T080371,I00079,S00457,2,bottles,17,34
P039,C006709,T072896,I00081,S00599,10,bottles,29,290
P009,C007041,T079181,I00167,S00135,6,ct,14,84
P020,C008984,T00406,I00156,S00626,1,bags,17,17
P009,C009159,T099231,I00101,S00400,4,tubs,15,60
P015,C004075,T03608,I00110,S00696,5,oz,22.5,112.5
P002,C001856,T012480,I00202,S00470,8,ct.,12,96
P017,C008354,T07168,I00138,S00498,4,ct,32,128
P019,C000014,T082853,I00213,S00477,5,ct,12,60
P014,C006817,T085418,I00001,S00303,2,cans,11.5,23
P017,C001814,T031545,I00077,S00558,10,cans,6.75,67.5
P037,C005925,T052566,I00085,S00356,9,bottles,18,162
P037,C005511,T016012,I00225,S00460,1,ct,17,17
P031,C002208,T070869,I00085,S00237,6,bottles,18,108
P020,C004896,T046633,I00081,S0043,8,bottles,29,232
P018,C008531,T034146,I00015,S00204,1,cans,6.75,6.75
P031,C006280,T016394,I00037,S00152,9,cans,16,144
P035,C004919,T026999,I00207,S00494,8,ct,14,112
P026,C008070,T086080,I00234,S00542,4,ct,13,52
P004,C000002,T019523,I00140,S00575,2,ct,29,58
P030,C003781,T051870,I00060,S00114,3,bottles,22,66
P005,C003578,T044573,I00136,S00460,4,ct,19.5,78
P025,C002787,T093596,I00034,S00423,8,cans,16,128
P012,C008150,T030163,I00021,S00234,2,cans,6.75,13.5
P030,C003989,T019675,I00050,S00401,1,cans,8,8
P011,C002667,T053782,I00002,S00212,10,cans,6.75,67.5
P017,C008710,T076383,I00243,S00318,4,oz,16,64
P005,C004601,T070336,I00111,S0035,5,ct,16,80
